sub,stim,trial,choice,fb
417,3,42,0,0
417,2,43,1,1
417,1,44,0,0
417,4,45,1,1
417,3,46,0,1
417,4,47,1,1
417,3,48,0,1
417,4,49,1,1
417,1,50,1,1
417,4,51,1,1
417,1,52,1,0
417,2,53,1,0
417,1,54,0,1
417,3,55,0,0
417,2,56,1,1
417,1,57,1,0
417,3,58,0,1
417,4,59,1,0
417,3,60,0,1
417,1,61,1,0
417,2,62,0,0
417,1,63,0,1
417,3,64,0,1
417,2,65,1,1
417,3,66,0,1
417,2,67,1,0
417,3,68,0,0
417,4,69,1,1
417,2,70,1,1
417,1,71,0,0
417,3,72,0,1
417,1,73,1,0
417,4,74,1,1
417,1,75,0,1
417,4,76,1,1
417,3,77,0,1
417,4,78,1,1
417,3,79,0,0
417,4,80,1,1
417,1,81,0,1
417,3,82,0,1
417,4,83,1,0
417,2,84,1,1
417,3,85,0,1
417,4,86,1,1
417,2,87,1,1
417,1,88,1,1
417,2,89,1,1
417,1,90,1,0
417,4,91,1,1
417,1,92,0,1
417,2,93,1,1
417,1,94,0,1
417,4,95,0,1
417,2,96,1,0
417,1,97,0,1
417,4,98,1,1
417,2,99,0,0
417,3,100,0,1
417,4,101,1,1
417,1,102,0,0
417,3,103,0,1
417,4,104,0,0
417,3,105,0,1
417,2,106,1,1
417,3,107,0,0
417,4,108,1,1
417,2,109,1,1
417,3,110,0,1
417,1,111,1,0
417,2,112,1,0
417,4,113,1,1
417,1,114,1,0
417,2,115,1,1
417,4,116,0,1
417,3,117,0,1
417,2,118,1,1
417,3,119,0,1
417,1,120,1,0
418,3,1,1,0
418,1,2,0,0
418,3,3,0,1
418,4,4,1,0
418,1,5,0,0
418,4,6,1,0
418,1,7,0,1
418,4,8,1,1
418,2,9,0,0
418,1,10,1,1
418,3,11,0,0
418,4,12,0,1
418,3,13,0,1
418,2,14,1,1
418,3,15,0,1
418,2,16,1,1
418,4,17,0,1
418,2,18,1,1
418,4,19,0,0
418,2,20,0,0
418,3,21,0,1
418,4,22,1,0
418,2,23,1,0
418,1,24,1,1
418,4,25,0,1
418,2,26,1,1
418,1,27,0,0
418,3,28,0,0
418,1,29,1,1
418,3,30,0,1
418,2,31,0,0
418,1,32,1,1
418,3,33,0,1
418,4,34,0,1
418,1,35,0,0
418,3,36,0,1
418,1,37,1,1
418,3,38,0,1
418,2,39,1,1
418,4,40,0,1
418,1,41,1,1
418,4,42,0,0
418,1,43,1,1
418,3,44,0,0
418,2,45,1,1
418,4,46,0,1
418,2,47,1,1
418,4,48,0,1
418,2,49,0,0
418,3,50,0,0
418,2,51,1,1
418,3,52,0,1
418,1,53,0,1
418,3,54,0,1
418,4,55,0,0
418,1,56,0,0
418,3,57,0,1
418,4,58,0,1
418,2,59,1,0
418,4,60,0,1
418,3,61,0,1
418,4,62,0,1
418,3,63,0,0
418,2,64,1,0
418,1,65,1,1
418,3,66,0,1
418,1,67,1,1
418,2,68,0,0
418,3,69,0,1
418,4,70,0,1
418,3,71,1,0
418,1,72,1,1
418,3,73,0,1
418,1,74,1,0
418,2,75,0,0
418,4,76,0,0
418,2,77,1,1
418,4,78,1,0
418,2,79,0,1
418,4,80,1,0
418,1,81,0,0
418,4,82,0,1
418,2,83,1,1
418,1,84,1,1
418,2,85,1,1
418,4,86,0,1
418,1,87,1,1
418,2,88,1,1
418,1,89,1,0
418,3,90,0,1
418,2,91,1,1
418,3,92,0,1
418,1,93,1,1
418,3,94,0,1
418,2,95,1,0
418,1,96,1,0
418,3,97,0,1
418,2,98,1,1
418,1,99,1,1
418,4,100,0,1
418,2,101,1,1
418,3,102,0,0
418,4,103,0,1
418,2,104,1,1
418,4,105,0,1
418,1,106,1,1
418,4,107,0,0
418,2,108,1,1
418,1,109,1,1
418,4,110,0,1
418,3,111,0,1
418,1,112,1,0
418,2,113,1,1
418,3,114,1,0
418,1,115,1,1
418,2,116,1,0
418,4,117,0,1
418,1,118,1,1
418,4,119,0,1
418,3,120,0,1
419,2,1,1,1
419,3,2,0,1
419,1,3,NaN,NaN
419,3,4,1,0
419,2,5,1,0
419,1,6,0,1
419,3,7,1,0
419,2,8,0,0
419,1,9,0,0
419,4,10,0,1
419,2,11,1,1
419,3,12,0,0
419,4,13,0,1
419,2,14,1,1
419,4,15,0,1
419,1,16,0,0
419,4,17,0,0
419,2,18,1,1
419,1,19,0,0
419,4,20,1,0
419,3,21,NaN,NaN
419,1,22,1,0
419,2,23,1,1
419,3,24,0,1
419,1,25,0,0
419,2,26,1,0
419,4,27,1,0
419,1,28,1,1
419,4,29,1,0
419,3,30,0,1
419,3,31,0,1
419,1,32,1,1
419,3,33,0,1
419,4,34,1,0
419,1,35,1,1
419,4,36,1,0
419,1,37,1,0
419,4,38,1,1
419,2,39,0,0
419,1,40,1,1
419,3,41,0,0
419,4,42,1,0
419,3,43,0,1
419,2,44,1,1
419,3,45,0,1
419,2,46,1,1
419,4,47,1,0
419,2,48,0,0
419,4,49,1,1
419,2,50,1,1
419,3,51,0,1
419,4,52,1,0
419,2,53,1,0
419,1,54,1,1
419,4,55,1,0
419,2,56,1,1
419,1,57,1,1
419,3,58,NaN,NaN
419,1,59,1,1
419,3,60,0,1
419,2,61,1,1
419,1,62,1,1
419,3,63,0,1
419,4,64,1,0
419,1,65,0,0
419,3,66,0,1
419,1,67,1,1
419,3,68,0,1
419,2,69,1,1
419,4,70,1,0
419,1,71,1,1
419,4,72,0,0
419,1,73,1,1
419,3,74,0,0
419,2,75,1,1
419,4,76,0,1
419,2,77,1,1
419,4,78,1,0
419,2,79,1,1
419,3,80,1,1
419,2,81,1,1
419,3,82,1,0
419,1,83,NaN,NaN
419,3,84,1,0
419,4,85,0,0
419,1,86,1,1
419,3,87,NaN,NaN
419,4,88,0,1
419,2,89,1,0
419,4,90,1,0
419,3,91,0,1
419,4,92,1,0
419,3,93,0,0
419,2,94,0,1
419,1,95,0,0
419,3,96,1,0
419,1,97,1,1
419,2,98,1,1
419,3,99,1,0
419,4,100,1,0
419,3,101,1,0
419,1,102,1,1
419,3,103,0,1
419,1,104,1,0
419,2,105,NaN,NaN
419,4,106,1,1
419,2,107,1,1
419,4,108,0,1
419,2,109,1,0
419,4,110,0,1
419,1,111,NaN,NaN
419,4,112,1,0
419,2,113,1,1
419,1,114,NaN,NaN
419,2,115,NaN,NaN
419,4,116,NaN,NaN
419,1,117,0,0
419,2,118,1,1
419,1,119,NaN,NaN
419,3,120,0,1
421,1,1,1,0
421,2,2,1,1
421,1,3,0,1
421,3,4,1,0
421,2,5,1,1
421,3,6,0,1
421,2,7,1,0
421,3,8,0,0
421,4,9,1,1
421,2,10,0,0
421,1,11,0,0
421,3,12,0,1
421,1,13,0,1
421,4,14,1,1
421,1,15,0,1
421,4,16,1,1
421,3,17,0,1
421,4,18,1,1
421,3,19,0,0
421,4,20,1,1
421,1,21,0,1
421,3,22,1,0
421,4,23,1,0
421,2,24,1,1
421,3,25,0,1
421,4,26,1,1
421,2,27,1,1
421,1,28,0,0
421,2,29,1,1
421,1,30,0,1
421,4,31,0,0
421,1,32,0,1
421,2,33,1,1
421,1,34,0,1
421,4,35,1,0
421,2,36,1,0
421,1,37,0,1
421,4,38,1,1
421,2,39,1,1
421,3,40,0,1
421,4,41,1,1
421,1,42,0,0
421,3,43,0,1
421,4,44,1,1
421,3,45,0,1
421,2,46,1,1
421,3,47,0,0
421,4,48,1,1
421,2,49,1,1
421,3,50,0,1
421,1,51,0,1
421,2,52,1,0
421,4,53,1,1
421,1,54,0,1
421,2,55,1,1
421,4,56,0,1
421,3,57,0,1
421,2,58,1,1
421,3,59,0,1
421,1,60,0,1
421,1,61,0,1
421,3,62,0,1
421,1,63,0,0
421,4,64,1,0
421,2,65,1,1
421,1,66,0,1
421,2,67,1,1
421,4,68,0,0
421,1,69,0,1
421,3,70,0,1
421,1,71,0,1
421,2,72,1,1
421,1,73,0,1
421,2,74,1,0
421,4,75,1,1
421,3,76,0,0
421,4,77,1,1
421,3,78,0,1
421,4,79,1,0
421,3,80,0,1
421,2,81,1,1
421,3,82,0,1
421,4,83,1,1
421,2,84,1,1
421,4,85,1,1
421,3,86,0,1
421,2,87,1,1
421,4,88,1,1
421,2,89,1,0
421,1,90,0,1
421,4,91,1,1
421,2,92,1,1
421,1,93,0,1
421,3,94,0,1
421,2,95,1,1
421,1,96,0,1
421,2,97,1,1
421,1,98,0,1
421,4,99,1,1
421,3,100,0,1
421,2,101,1,1
421,3,102,0,0
421,2,103,1,1
421,1,104,0,0
421,4,105,1,1
421,3,106,0,1
421,4,107,1,1
421,3,108,0,1
421,4,109,1,1
421,1,110,0,0
421,4,111,1,1
421,1,112,0,1
421,2,113,1,0
421,1,114,0,1
421,3,115,0,0
421,2,116,1,1
421,1,117,0,1
421,3,118,0,1
421,4,119,1,0
421,3,120,0,1
422,2,1,0,0
422,1,2,NaN,NaN
422,3,3,0,1
422,4,4,1,0
422,1,5,1,1
422,3,6,0,1
422,1,7,1,1
422,3,8,0,1
422,2,9,1,1
422,4,10,1,0
422,1,11,1,1
422,4,12,0,0
422,1,13,1,1
422,3,14,0,0
422,2,15,0,0
422,4,16,0,1
422,2,17,1,1
422,4,18,0,1
422,2,19,1,1
422,3,20,1,1
422,2,21,1,1
422,3,22,1,0
422,1,23,1,0
422,3,24,0,1
422,4,25,1,1
422,1,26,1,1
422,3,27,1,0
422,4,28,0,1
422,2,29,1,0
422,4,30,0,1
422,3,31,0,1
422,1,32,1,1
422,3,33,0,1
422,4,34,1,0
422,1,35,1,1
422,4,36,0,1
422,1,37,1,0
422,4,38,0,0
422,2,39,0,0
422,1,40,0,0
422,3,41,0,0
422,4,42,0,1
422,3,43,1,0
422,2,44,0,0
422,3,45,1,0
422,2,46,1,1
422,4,47,1,0
422,2,48,0,0
422,4,49,0,0
422,2,50,1,1
422,3,51,0,1
422,4,52,1,0
422,2,53,1,0
422,1,54,1,1
422,4,55,0,1
422,2,56,1,1
422,1,57,1,1
422,3,58,1,1
422,1,59,1,1
422,3,60,1,0
422,2,61,1,1
422,3,62,1,0
422,1,63,1,1
422,3,64,1,0
422,2,65,0,1
422,1,66,1,0
422,3,67,0,1
422,2,68,0,0
422,1,69,1,1
422,4,70,1,0
422,2,71,1,1
422,3,72,0,0
422,4,73,1,0
422,2,74,1,1
422,4,75,0,1
422,1,76,1,1
422,4,77,0,0
422,2,78,1,1
422,1,79,1,1
422,4,80,1,0
422,3,81,1,0
422,1,82,1,0
422,2,83,1,1
422,3,84,0,1
422,1,85,0,0
422,2,86,0,1
422,4,87,1,0
422,1,88,1,1
422,4,89,1,0
422,3,90,0,1
422,3,91,0,1
422,4,92,1,0
422,3,93,0,0
422,2,94,1,0
422,1,95,1,1
422,3,96,1,0
422,1,97,1,1
422,2,98,0,0
422,3,99,1,0
422,4,100,1,0
422,3,101,0,1
422,1,102,1,1
422,3,103,0,1
422,1,104,1,0
422,2,105,0,0
422,4,106,1,1
422,2,107,0,0
422,4,108,1,0
422,2,109,0,1
422,4,110,1,0
422,1,111,1,1
422,4,112,0,1
422,2,113,1,1
422,1,114,1,1
422,2,115,0,0
422,4,116,0,1
422,1,117,1,1
422,2,118,0,0
422,1,119,1,0
422,3,120,0,1
423,3,1,1,1
423,2,2,0,1
423,4,3,0,0
423,2,4,0,1
423,3,5,1,0
423,4,6,1,0
423,2,7,0,1
423,3,8,0,0
423,4,9,0,0
423,1,10,0,1
423,3,11,1,1
423,2,12,0,0
423,1,13,0,1
423,3,14,1,1
423,1,15,0,1
423,4,16,1,1
423,1,17,0,0
423,3,18,1,1
423,4,19,1,1
423,1,20,0,1
423,2,21,1,0
423,4,22,1,0
423,3,23,1,1
423,2,24,0,1
423,4,25,0,0
423,3,26,1,0
423,1,27,0,1
423,4,28,0,0
423,1,29,0,1
423,2,30,1,0
423,2,31,0,1
423,1,32,0,1
423,2,33,0,0
423,3,34,1,0
423,4,35,0,0
423,2,36,1,0
423,4,37,1,1
423,3,38,0,0
423,2,39,0,1
423,1,40,0,1
423,2,41,1,0
423,4,42,1,1
423,2,43,0,1
423,4,44,1,0
423,3,45,0,0
423,1,46,0,0
423,3,47,1,1
423,1,48,1,0
423,3,49,1,0
423,1,50,0,1
423,4,51,1,1
423,1,52,0,1
423,3,53,1,1
423,4,54,1,1
423,3,55,1,1
423,1,56,0,1
423,4,57,1,1
423,3,58,1,1
423,4,59,1,0
423,2,60,0,1
423,3,61,1,1
423,4,62,1,1
423,2,63,0,1
423,1,64,0,1
423,4,65,1,1
423,2,66,0,1
423,4,67,1,1
423,2,68,0,1
423,3,69,1,1
423,1,70,0,1
423,4,71,1,1
423,1,72,0,0
423,4,73,1,1
423,2,74,0,0
423,3,75,1,1
423,1,76,0,1
423,3,77,1,1
423,1,78,0,1
423,3,79,1,1
423,2,80,0,0
423,3,81,1,1
423,2,82,1,0
423,4,83,1,0
423,2,84,0,1
423,1,85,0,0
423,4,86,0,0
423,2,87,1,0
423,1,88,0,1
423,3,89,1,0
423,1,90,1,0
423,2,91,1,0
423,4,92,0,0
423,2,93,0,1
423,1,94,0,1
423,4,95,0,0
423,1,96,0,1
423,4,97,1,0
423,1,98,0,0
423,3,99,1,1
423,4,100,1,1
423,2,101,0,0
423,1,102,0,1
423,2,103,1,0
423,3,104,1,1
423,2,105,0,1
423,3,106,1,1
423,1,107,0,1
423,3,108,1,1
423,1,109,0,0
423,3,110,1,1
423,2,111,1,0
423,1,112,0,1
423,3,113,1,0
423,4,114,1,1
423,1,115,1,0
423,3,116,0,0
423,4,117,1,1
423,2,118,0,0
423,4,119,1,1
423,2,120,0,1
424,3,1,1,1
424,4,2,1,1
424,2,3,1,0
424,1,4,1,0
424,4,5,1,1
424,2,6,0,1
424,4,7,1,1
424,2,8,0,1
424,3,9,1,1
424,1,10,0,1
424,4,11,1,1
424,1,12,0,0
424,4,13,1,1
424,2,14,0,0
424,3,15,1,1
424,1,16,0,1
424,3,17,1,1
424,1,18,0,1
424,3,19,1,1
424,2,20,0,0
424,3,21,1,1
424,2,22,1,0
424,4,23,1,0
424,2,24,0,1
424,1,25,0,0
424,4,26,1,1
424,2,27,0,1
424,1,28,1,0
424,3,29,1,0
424,1,30,0,1
424,2,31,0,1
424,1,32,0,1
424,2,33,0,0
424,3,34,1,0
424,4,35,1,1
424,2,36,0,1
424,4,37,0,0
424,3,38,1,1
424,2,39,1,0
424,1,40,0,1
424,2,41,0,1
424,4,42,1,1
424,2,43,0,1
424,4,44,0,1
424,3,45,0,0
424,1,46,1,1
424,3,47,1,1
424,1,48,0,1
424,3,49,1,0
424,1,50,1,0
424,4,51,0,0
424,1,52,1,0
424,3,53,0,0
424,4,54,1,1
424,3,55,1,1
424,1,56,0,1
424,4,57,1,1
424,3,58,0,0
424,4,59,1,0
424,2,60,0,1
424,3,61,0,0
424,2,62,1,0
424,4,63,1,1
424,2,64,0,1
424,3,65,1,0
424,4,66,1,0
424,2,67,0,1
424,3,68,0,0
424,4,69,1,1
424,1,70,1,0
424,3,71,0,0
424,2,72,1,1
424,1,73,1,0
424,3,74,1,1
424,1,75,0,1
424,4,76,1,1
424,1,77,0,0
424,3,78,1,1
424,4,79,1,1
424,1,80,1,0
424,2,81,1,0
424,4,82,1,0
424,3,83,0,0
424,2,84,1,0
424,4,85,0,0
424,3,86,1,0
424,1,87,0,1
424,4,88,1,1
424,1,89,1,0
424,2,90,0,1
424,2,91,1,0
424,4,92,1,1
424,2,93,0,1
424,1,94,1,0
424,4,95,1,1
424,1,96,0,1
424,4,97,1,0
424,1,98,0,0
424,3,99,1,1
424,4,100,1,1
424,2,101,0,0
424,1,102,1,0
424,2,103,1,0
424,3,104,1,1
424,2,105,0,1
424,3,106,1,1
424,1,107,0,1
424,3,108,1,1
424,1,109,0,0
424,3,110,1,1
424,2,111,0,1
424,1,112,0,1
424,3,113,1,0
424,4,114,1,1
424,1,115,0,1
424,3,116,1,1
424,4,117,0,0
424,2,118,1,1
424,4,119,1,1
424,2,120,1,0
425,4,1,1,1
425,1,2,0,1
425,2,3,1,1
425,1,4,0,1
425,4,5,1,0
425,2,6,0,1
425,1,7,0,1
425,4,8,1,1
425,2,9,0,0
425,3,10,0,1
425,4,11,1,1
425,1,12,0,0
425,3,13,0,1
425,4,14,1,1
425,3,15,0,1
425,2,16,1,1
425,3,17,0,0
425,4,18,NaN,NaN
425,2,19,0,0
425,3,20,0,1
425,1,21,0,1
425,2,22,1,0
425,4,23,1,1
425,1,24,1,0
425,2,25,1,1
425,4,26,NaN,NaN
425,3,27,0,1
425,2,28,0,0
425,3,29,0,1
425,1,30,1,0
425,1,31,1,0
425,2,32,1,1
425,1,33,NaN,NaN
425,3,34,0,1
425,2,35,0,0
425,3,36,0,1
425,2,37,1,0
425,3,38,0,0
425,4,39,1,1
425,2,40,1,1
425,1,41,0,0
425,3,42,0,1
425,1,43,0,1
425,4,44,1,1
425,1,45,0,1
425,4,46,1,1
425,3,47,0,1
425,4,48,1,1
425,3,49,NaN,NaN
425,4,50,0,0
425,1,51,0,1
425,3,52,0,1
425,4,53,1,0
425,2,54,1,1
425,3,55,0,1
425,4,56,1,1
425,2,57,1,1
425,1,58,1,1
425,2,59,0,0
425,1,60,1,0
425,4,61,1,1
425,2,62,1,1
425,1,63,0,1
425,3,64,0,1
425,2,65,1,1
425,1,66,0,1
425,2,67,1,1
425,1,68,0,1
425,4,69,1,1
425,3,70,0,1
425,2,71,1,1
425,3,72,0,0
425,2,73,NaN,NaN
425,1,74,1,1
425,4,75,1,1
425,3,76,NaN,NaN
425,4,77,1,1
425,3,78,0,1
425,4,79,0,0
425,1,80,0,0
425,4,81,1,1
425,1,82,1,0
425,2,83,NaN,NaN
425,1,84,1,0
425,3,85,0,0
425,2,86,NaN,NaN
425,1,87,1,0
425,3,88,0,1
425,4,89,NaN,NaN
425,3,90,0,1
425,1,91,0,1
425,3,92,0,1
425,1,93,0,0
425,4,94,1,0
425,2,95,NaN,NaN
425,1,96,0,1
425,2,97,0,0
425,4,98,1,1
425,1,99,NaN,NaN
425,3,100,0,1
425,1,101,0,1
425,2,102,NaN,NaN
425,1,103,1,0
425,2,104,1,0
425,4,105,1,1
425,3,106,NaN,NaN
425,4,107,1,1
425,3,108,0,1
425,4,109,1,0
425,3,110,0,1
425,2,111,1,1
425,3,112,NaN,NaN
425,4,113,1,1
425,2,114,1,1
425,4,115,1,1
425,3,116,0,1
425,2,117,NaN,NaN
425,4,118,1,1
425,2,119,NaN,NaN
425,1,120,NaN,NaN
